label,text
1,"dated faded not 5 star, sure point place beauty dated tired, came husband step-kids 12 13 not looking super luxury, prices heavily discounted time year 159/night garden room took rooms price place disappointing, disclosure-when travel husband caribbean tend stay consider lovely places-jamaica inn biras creek places wasn__Ç_é_ expecting level comfort service, 18 pizza, unrenovated section garden room great views golf course countryside 2nd floor, room large bathroom huge dated decor.there private island sole use guests, island cool concept ferry getting minutes place crammed chairs cans drinks laying chairs day end brought people not suppose bring food, restaurant marginal overpriced food, main issues overall decor-paint peeling chairs pool old caked dirt need replaced place looks like hanging thread, doing renovations hopefully year speed, restaurants-outrageously overpriced average food, exception strip house expensive good food presentation service decent wine list.internet access internet service time needed work, left laptops home told access internet fee, hotel large not internet access day age nuts, let use computers offices inconvenient.check in-they check time 4pm hour late 5pm check-in hotel according guy checking, just need pool beach fun not recommend place couple kids no intimacy.i wish better things write wanted honest opinion, management tried help internet issue nice overwhelmed,  "
1,"sewage backed shower bad management went wedding 3 nights.we dead animal smell room.the shower backed sewage wife getting ready wedding second room.the management reluctant make situation right, puerto rico beautiful, el conquistador needs new management.stay,  "
1,"stayed, stayed 4 people separate rooms el july 8th 11th business trip, ocean view room garden view room, garden view room 6th floor opinion pretty darn good view ocean, money not worth upgrade ocean view room manage garden view room floor, girlfriend ocean room, right elevator requested change, second room right funicular railway way runs night, think request moved noise place n't right equally annoying, room family knows kids primary goal life slam doors yell loudly, requested particular wing ocean view room, time n't near noisy room view far exceeded, clearly rooms n't created equally, speak nice, bed ocean view room really comfortable forget l shaped vinyl couch, came idea fired, overall staff pleasant helpful accommodating, tried sign couple tours unless hotel people signed wo n't run disappointing, luckily decided rent car day, rentals cheap enterprise desk right concierge best decision, car offers infinitely freedom island did n't public trans hotel literally huge hill far away san juan way escape example eat local reasonably priced try el pasion looking good nearby restaurant, people spent nearly half car/gas doing hotel tours, saw double attractions, annoying thing place beach island boat, did n't bother doing schedule, boat leaves 3 pm boat hotel leaves 5 pm, hotels visited business meeting beach no 2 minute walk hotel lobby e.g, rio mar hotel near el yunque rainforest aside swam beach 4 pm amazing, el guess just luck want beer sand 5 pm, pools open 24 hours day crowded point n't really consider using, wondered half people using staying resort.the sting ray cafe offered delicious fine dining 50 person not including drinks, restaurants overpriced acceptable, believe better fajardo local place instead, overall place amazing views, probably better families couples, want beach access huge hassle n't stay, place better n't want travel island looking resort experience, golf course looked great scorched parts, casino lot fun likes video poker pay table awful 6/5 jacks better advice stay centralized stay rent car,  "
1,"terrible hotel terrible hotel, bad service outdated room mediocre food way overpriced, outdoor hot tub cold water, stay,  "
1,"nice place eye credit card just came 05/28/2007 check try charge 500.00, took 2 1/2 hours clarify lose fight, check bank account 05/29/2007 charge 2,514.60 immediatly called took 3 days, just told money 3 4 business days, place beutiful not 5 starts plus restaurants n't best food expensive, tip pay cash credit card restaurants bars shoping store receipes charge double,  "
1,"overpriced unbearably rude staff grounds amenities resort absolutely stunning incredibly overpriced, boyfriend went off-season got great deal room ocean view guests hotel, eating drinking hotel ridiculously expensive medicore food unbearably bad service, minute checked staff member el conquistador impolite rude, staff feel like doing favor serving overpriced drinks food,  "
1,"poor quality attended company convention ec 24-29 march.firstly no way resort 5* like 3*.surroundings pleasant nice views, massively overpriced fees'/taxes add 27, hyper expensive mediocre quality, room not clean service poor, shower not working/no face towels available time hotel laundry equipment not working summed initial experience check, arrived mediocre room, called reception enquired chance moving renovated hotel, response renovated hotel, said p.s, make international phone hotel room, did stupidly minute uk led charge 70, added overall feeling ripped, n't mind paying rates hotel n't not,  "
1,"3 star resort 5 star prices, attentding company event february 2007 weather rest stay way par hotel charged everything.the rooms supposed rennovated early ikea plastic laminate floors bathrooms.they noisy person room snoring.the service terrible course no beach private island totally rated, hamburger 16.00, not seasons, save money book, ron toronto canada,  "
1,"flaws started keeping list hotel need complete makeover el conquistador, poster resort way past prime, good thing remodeling, things noticably good, lots bad, list starting good main complaint food drink prices, guess resort taking free market competition drives prices kind expect, el gone mad, 2-person meal wine 100 restaurants no bargain places, small drinks pool private island 8, no escape purchase over-priced bottle liquor wine make drinks, good luck doing beach private island, attempted order pizza dominoes pizza hut said el security prevents delivery, breakfast 25 does idea bad place, room chips stains including couch lampshades walls floors, small mildew shower, tv _jambox_ circa 1995 awful, particular outing ice 5th floor ice machine broken 4th floor, finally ice floor n't help notice stairwell light dangerous ice machines completely different, nitpick, yes, supposed 5-star resort.when trying rent car night hell car rental guy skipped 15 minutes early dooming night trapped resort, later rentals 24 hours 80 economy not worth it.the service not really bad incident waited 30-45 minutes corkscrew wine glasses asking separate workers finally bar near casino, took 5 minutes.there no wireless internet technophile like major pain, wired internet hotel room prevented sitting balcony laptop, internet 15 day.the gift shops overpriced pretty crappy, looked like shelves dusty random items placed shelves, separate occassions noticed cigar humidor doors sitting wide open dries cigars, bring own.the activities expensive, frankly did n't trust hotel provide good value money cancelled scuba diving session, private island cool guess ferries prompt fast recent improvement learned, horseback riders went point noticed n't beach walking slowly controlled single-file line, think going ride horse freely beach forget, beach nasty seaweed jagged coral rocks pretty attempted walk, hardly anybody water.the casino small no texas hold-em poker, just mindless games chance.all gift shops restaurants took paper records purchases, point swipable card gave not charge things room, way cards names printed black black background waiters service people ask, nitpick demonstration lack attention, added got annoying supposed having good time.the final straw place suckiness unexpected 132 charge people shuttle service airport, nothing worse hate completely unexplained unanticipated charges especially ones obvious money-grab.the best resort infinity pool technically limits el guests, las casitas people golf villas site, expect el staff nobody cared noticed just walked right, actually good.the line choosing resort submitting price gouging crappiness, travelling companion agreed puerto rico probably best 5 star hotel near san juan, way competitive forces able walk street twice-as-nice half-as-expensive steakhouse not mention things like rainforest tours scuba start positive effect.avoid el costs, seriously,  "
1,"itchy nice hotel great people working, loved boat ride views, island nice needs regular detailing, water shoes necessity enjoying water, nothing snorkeling got ta boat trip, not white sandy caribbean sea type beach okay, storms headed overhead el yunque right little island days local boaters park splash weekends.but people cell phones places trying relaxing time corporate groups, constant loud salsa beat minute taxing day day, really horn players puerto rico, otello italian great undercooked pasta ruined meal, no dentures, al dente pink cement sauce wtih peas pea worth poker chip, smoky casino great large tv screens basketball, great coffee shop internet rentals hour not, leave hour people jump walls free leftover time, restaurant reviews blossoms just ok. stingray good, watch dollar perrier spring water otello, el caribe bad dinner okay small breakfast, las brisas breakfast buffet great worth, high priced, save great petite sandwiches coffee shop tram, ventured property dinner ocean view restaurant withinn walking distance marina hotel, nice priced right meal shady characters cars abounded dark secluded walk little circle beach park bio bay operators, great hotel, great golf not beginners, great hot tub hotter overlooking ocean, oh forgot kicker left tan chestful red bites broke home morning days checkout daiy grind, mrs. sez bed bug bites, not sure, believe, room old carpet headboards beds large dried blood splatter outside topcover sheet bed night, comforter old pilled, hanging art wall junior high art class, nice vacation,  "
1,"bad say, just returned staying nights convention, majority written hotel true, room disaster 1st floor service road trucks doing landscaping delivery, room tired worn no key safe missing lightbulbs 3 lamps dark room like pit, room fairly clean musty smell, hotel credit sent fairly promptly fix problems, asked change rooms day woman desk pleasant understanding helpful moved higher floor opposite wing, just run-down looking brighter worked, aware wing building long walk main bulding meetings restaurants, try not leave room, spa excellent-enjoyed services, excellent fitness center spa costs 25 day use not having treatment, hotel fitness center free small sufficient equipment hill need funiclar, fact getting hotel requires lots walking elevator/funicular combination, not good choice mobility problems, worst experience expensive, live near new york city used high restaurant prices outrageous, restaurants horribly overpriced food mediocre best 28.95 pasta othello example, n't mind paying food outstanding not, breakfast cafe caribe horrible, buffet breakfast retaurant 22 n't tell just cold buffet 17 order la carte, earlier review mentioned nickle diming certainly true, able pay cash coffee david cookies shop, charged 24.95 day resort tarriff 24.95 day resort tax room rate plus 3.00 maid service, palomino island beautiful equipped huge pain, positive note staff helpful friendly, grounds gorgeous views lovely, blackstone group bought hotel huge task ahead make 4 5 star property, convention tolerable stay,  "
1,"overrated overpriced disaster staff hotel rude obnoxious, food expensive awful, room placed damp moldy comforter bed large yellow stains, best choice island high scale hotel westin,  "
1,"n't, going puerto rico heard el conquistador place n't, despite just issues hotel rats hallways cockroaches gnats rooms over-priced food dirty swimming pools strange aromas adrift hallways rooms hour half wait ferry ride private island beach beach nearby hour 60 hotel shuttle ride airport resort rendered suitcases clothing wet 75 charge hotel wanted charge check hour late 50 occupancy point lost dry-cleaning eventually erroneous charges biggest concern staff extremely rude shows no urgency meet needs inconsistent tell, examples main atm hotel lobby, folks party tried use atm not dispensing cash, asked desk wrong got no response, tries gave, day later people party checking bank account 500 shown withdrawn atm, folks checked sure money missing account, folks approached hotel desk concern told n't issue addressed directly bank, taken dive trip second day arrived, great time folks party convinced resort certification dive trip resort dive shop days later, dive masters n't trip completely rude sarcastic impatient new divers undoubtedly dangerous situation, folks submerged water things got worse point people decided not second dive, ignored points felt danger, point child snorkeling life vest gone ways far having trouble breathing, dive master busy doing thing people party swim child, called inquire time airport shuttle left hotel aiport way home, told shuttle 20 minutes, arrived lobby surprised learn shuttle actually leaves hour jeopardy missing flight, told person desk told 20 minutes confrontative combatitive asked no tell hotel.the issues n't stop trip, good luck calling copy detailed, called invoice hold 30 minutes no wanted help, promised 10 minutes receive.again heard el conquistador way n't, quite honestly second think going puerto rico,  "
1,"poor service stayed new year paid highly inflated price so-called ocean view room patio, fact tiny cramped room view ocean overlooked diners smoking served meals, avoid rooms costs, moved higher price apartment, air conditioning did not work lights did not work tv contol worked management tried address issues did not succeed, worst restaurant, prices way high decent not great food worst service experienced, kept waiting half hour reservation served horribly slowly, point so-called server came tell dinner let did entrees not, asked dessert orders early reserve wanted, later later brought left nothing ordered, 15 fixed price tip ultimately settled downward ca n't recommend restaurant matter hotel location nice somewhat windy beach ideal,  "
1,"poor quality great location fabulous location right beach rooms need work, sheets threadbare no hot water water pressure noisy, room clean n't sit bedspread,  "
1,"booked resort received magnificent deal cheapcaribbean.com, mistake, room problems day 1. husband left home 5:30 morning catch flight, room hotel air conditioner not working properly, instead just changing room kept sending engineer, 2 times engineer said needed change thermostat, husband stairs request room change 10:00 night b/c wanted sleep long day, did not want room change b/c said fixing problem changing thermostat, obviously going little, finally requesting manager got room change.the rooms rio mar standard, hotel claims luxurious rooms far, n't clean, hairs dust floors walked, stains carpets sheets, rooms plain, nothing special all.when received hotel checkout charged 2 nights valet parking husband self-parked week, asked change girls desk started speaking spanish girl desk doubting honesty self-parking, unfortunately understand spanish pissed situation, kelly desk continued argue saying not big deal spoke spanish, upset level service writing letter wyndham corporate especially lack customer service.overall say, husband got great deal n't worth, stayed better places puerto rico, n't let wyndham ruin experience beautiful island,  "
1,"not rent resort villa rentals, rented ocean villa resort villa rentals, stay group enter condo key claiming rented condo repair men condo 5 7 days concierge finally told problem not fixed left broken air conditioners broken freezer no washcloths numerous smaller problems, xavier beby not return phone calls emails, unable reach returned home, security deplorable company completely unresponsive problems, expected basic appliances functioning i.e, refrigerator freezer not, highly recommend visiting puerto rico not rent resort villa rentals,  "
1,"not conferences groups need internet no internet, employer booked hotel week worldwide sales conference, group 300 people, presenters internet working order present, attendees needed internet check email work done.the wi-fi internet network did not work day hotel added wife router network not working.other issues, food drink prices double local places, complimentary water bottles room not replaced, maintenance going late night used potent chemical smell inside room door jamb gap making feel sick couple nights.finally beach not great, el condado beach san juan better,  "
1,"expensive boyfriend stayed 16-20 march, food expensive mediocre best, 50 hamburger chicken wrap sandwich w. 2 drinks ouch, beach rough sand reminded dirt, charge 25 rent fridge, twice accident, credited, charged parking did n't car, credited went wonderful horseback ride 72/person 2 hours, got asked going 1 hour 2 hour ride, boyfriend looked ea, assumption 2 hr, ride booked hotel option, enjoyed ride later complained raquel/rachel credited 10, nice professional, unlike lady concierge w. short hair cut, practically ignored approached desk head typing stood atleast minute, finally concierge assisted rest confused ordeal, complained unprofessionalism rachel, assured handle, bedding issue, gross blood stains comforter inside duvet, break, spoke ana head service, weak attempts correct problem finally called, finally re-placed fresh clean linen straight dryer, rented expensive car managed discount job 56 highly recommend trying discount aaa 3rd day wanted old san juan parking free 1st night, day 15 parking, spoke carrol man waxed eye-brows u doin, anyways audacity say heard parking free night 4 year, needless say boyfriend shenanigans hotel wanted break neck, arrogant treated lying, right wrong, removed, needless say seconds later guests arms, went timeshare presentation stayed hour wanted leave received 75 no trip, went day lady said forgot oh brother, chose hawaii florida hotel hawaii does not look good, recommendations antojitos carabali bar n grill rio grande area horseback riding stop mamayes river food great got ta, angus steak lobster tail 30, old san juan castillo fort old harbor restaurant-osj, rent car day 1st day free parking expensive park hotel.i not recommend wyndham rio mar, stay check prepared pay especially taxi deal arrogant people ps, timewarner people chanting 7:30 morning, just guys did n't pay trip does not mean wake paying guests morning noise adios,  "
1,"not scene conference did n't choose looking forward beach winter sun, hotel set fine grounds attractive pools long sandy beach, sea rough not possible swim sea, main gripe rooms, good size large beds room, king bed arm chairs preferable, room given overlooking ugly roof loud noise air conditioning, asked arranged asking times given room partial sea view, air conditioning blew ice cold air keeping room 62 degrees turn despite complaining nothing, cold opened door balcony room enveloped condensation, problem lack sound proofing rooms kept awake night 2 door tv, colleagues disappointed rooms overlooking car parking flat roof areas, definitely make sure book sea facing room floor.the restaurants pricey especially wine exorbitant mark-up food asian restaurant disappointing whilst palio italian good.the location ideal far san juan car really essential, hotel shuttle expensive paid 50 old san juan.overall hotel big missed having vicinity meant tied hotel restaurants,  "
1,"good caveats resort beautiful room comfortable clean, beach fantastic good thing pool crowded enjoy, apparently medical conference booked time attendees brought family members, unfortunately left pool packed wall wall, downside medical conference clear staff attendees conference important regular guests, example suppose 6 plus restaurants available dine, called make reservations saturday night told conference attendees going sight night resort closing 3 restaurants, upset eaten remaining open restaurants prior nights, believe advanced notice nice adjusted dining selections based availabilty, turned eat restaurant times, food good nice try othere restaurants.another major downside room service, ordered breakfast day problem day.aside staff curteous friendly, beach gorgeous beware locals hanging bushes walk far away resort.i recommend resort people families not really good couples,  "
1,"staff well-trained art saying no avoid hotel stay rio mar quite disappointment, feelings enhanced visited el conquistador overwhelmed experience true luxury resort, highly recommend visiting el conquistador not able stay, rio mar poorly managed hotel, desk staff appeared bombarded complaints, check-in tried assign absolutely appalling room, furniture appeared quite old dilapidated room reeked musty odor, complaining moved room bit modern n't special, staff massive dining facilities horrible, lost worlds joking ignoring patrons, able service asking managers, eventually reached conclusion needed contact manager immediately entering dining room ensure good service, check-in check-out process slow disorganized, definitely not stay, hotel needs complete overhaul best suit needs sophisticated travelers,  "
1,"worst costumer service reservations june told casino closed october way wanted accommodate sending kids bus hotel crazy stay hotel regular hotel years, went ritz carlton- hotel treat like king best service best rating aaaaa,,  "
1,"disappointing just retuned 5 nites property, checkin check-out disapppinting.. told no ocean view rooms availabe room overlooking entrance smell diesel fuel shuttle buses.also felt hotel looked tired, rooms needed updating n't clean expect.on positive note pool area grounds beautiful staff friendly slow serve.bottom line not return, 3 star propery best,  "
1,"second time rio westin mar husband stayed westin rio mar jan 8-12 trip provided company, second trip 1999 provided company, agree reviewers worst example westin hotel experienced, generally like westin brand room rio mar management/staff not compared experiences, reviewers site not accomodate request king-size bed ocean view, told courtesy let know not deliver, simple sorry understood professional thing, later couple requested type room did accomodated, mountain view room showing signs wear missing area rug normally goes bed no robes holes towels room service trays left halls day noise fumes buses idling portico ac ran day night rude service restaurant beach add resort not touting highly, outdoor areas beach pools maintained attractive palio restaurant good paying hotel checked did, stayed el conquistador previously wishing gone instead rio mar,  "
1,"wo n't 2 couples excited stay expecting quiet beach resort vacation arrived lobby conventioneers beach pool relatively uninviting, little warm welcoming hotel, rooms overlooked cement wall, staff desk try helpful changing rooms disappear 15-20 minutes time closed door return answer come later, wasted entirely time trying rooms changed, finally 2 nights checked went ponce hilton wonderful, beds best thing westin,  "
1,"return 10th trip puerto rico 2nd stay westin, stay 5 years ago excellent room upgrade, trip gold level starwood card holders terrible, booking told travel agent did not want mountain view room booked resort view pool/partial ocean view king bed, arrived assigned mountain view room beds, nicely contacted desk tried explain resort view room view mountains, did different room king bed overlooking mountains roof parking garage, stayed night, entire night whistling sound went day night, explained situation standing desk 2 hours moved room view service road beds, starwood gold level member meant nothing hotel, spent remaining days room no wash cloths days no coffee days hair dryer, usually satisfy easily resort cares large groups coming conferences, return property, good features resort good features not worth trouble,  "
1,"stay away, horrible service especially hotel restaurants, beautiful property disappoints staff, platinum guest expected courtesy minimum met brusque rude service desk long long waits restaurant especially mirabella virtually ignored, stay resort, starwood properties better,  "
1,"beautiful property poor service priced let start saying resort absolutely beautiful far grounds concerned.the rooms needed redone old outdated looking, stayed oceanfront junior suite no means met standards star room, biggest problem encoutered nickel dimed death charges eveything, nothing mean nothing given complimentary resort, non-motorized water sports money parking money resort service fee daily money, picture food mediocre best definately not worth money, checked paradisus newest inclusive resort definately far best dollar, overall great time no credit westin,  "
1,"bright lights overall worse expected good things really poor things place stay, location beach nice, walk room pretty right beach, view breathtaking, ask ocean view rooms reserve room, got asked none available, higher floors better pedestrians right lower floor rooms curtains open, hotel clean attractive ventilation room hallways really bad air warm humid smell bad, service ranged rarely good uniformly horrible, frequently waited long times orders taken check, twice waited check 20 minutes plates cleared eventually managers, waitstaff refuse make eye contact gave impression felt like beneath, times genuinely nice people serve help bags concierge desk nice not overstate prepared awful service not, week not just twice, casino story times waited 20-30 minutes come service slot machine played pay, unless not come despite cameras ceiling, want free drinks better sit table games, wife sat slots 2-3 hours separate nights saw waitress, surprised brochure room said casino patrons entitled free drinks experience nights, brought desk comped breakfast buffet nice, food pretty good italian restaurant palio really good, isolated resort not rental car eat meals, believe overcharge know no options, breakfast buffet 18.50 person, dinner buffet average food chicken parmesan boiled chicken breast no breading tomato sauce shreds parmesan cheese 30.00 person, virgin strawberry daquiri essentially strawberries ice beach bar 6.00, warning hotel include gratuities not told, 2.00 housekeeping gratuity day tacked left tips pillow did n't know gratuity, bellhop bring bags tipped did, lo behold ended separate 12.00 bell service gratuity day no told, overall enjoyed beach, resort nearby definitely try time,  "
1,"beautiful grounds hospitality lacking admit high expectations reading glowing reviews copamarina not, pay advance stay billed resort expected wait staff good quality speak english well.we stayed immediately hurricane dean passed island essentially no damage pr, drove noted strong dead fish odor, asked staff hurricane got no answer, desk staff efficient not welcoming, stayed melia ponce hilton caribe san juan warmly greetedat hotels, beach seaweed tons debris washed tide literally bulldozing away, process went entire 3 days beach completely unuseable entire time, know not helped feel lot better staff member acknowledged, room clean maintained grounds, constantly busy cutting bushes grass, spotless patio covered leaves twigs, children waiting pools leaves, called desk asked sweep wewere tracking lot dirt inside noone came, finally asked maid cleaning room employee talked personally entire stay quite pleasant, stay not near hotels town restaurants prepared eat 2 restaurants, evening went las palmas service impersonal efficient fine, planned eating alexandra, spent morning swimming pool skipped breakfast-we not big eaters opted lunch las palmas, ended worst service think remember restaurant, traveled states europe aware levels service, let explain open air restaurant walk pick want sit, male waiter acknowledged sat, point flag, menus brings 2 3, politely ask third.i flag water brings bottles, say thanks tap water fine, glasses tap water sit bar forever think maybe just standing near bar disinterested, flag order, says waitress maria, ok guess supposed know, apparently imposing clearly did not want, maria shows food, calm point asks want condiments 10 hamburger, yes, hamburger pretty dry figure wait come- wait wait, come-the tough parts pieces iceberg lettuce slice hard yellow tomato, mustard mayonaise, looks like heard, come-in large gravy pitchers, point wants know ok. tell no zero no service earlier, says people not teamwork, want speak manger, sure maybe fix things, no manager shows no waitress no ticket, finally just got left son 20 daughter 15. believe let know mom rude, 4 table eating wait staff just standing, got distinct feeling season really did n't care, night wewent yauco miles east delicious subway sandwiches excellent service man counter pleasantly joked cost 15, desk receptionist asked stay checked out.. fact busy answering phone calls clerk desk, lastly nice shallow pools, no pool service want food drink need hoof bar grounds,  "
1,"n't know reviewers stayed girlfriend just returned copamarina- letdown, previous trips pr stayed rincon beach resort anasco thought try different, variety spice life, hotel isolated absolutely nothing nearby, given room literally quarter mile desk open bar, issues leach field/septic tank odor offensive 24/7, housekeeping service staff happy deal, poor service norm, stay expect nothing nearby terms amenities deposits beach towels disappointing shoreline, planning puerto rico make vieques rincon- n't bother place,  "
1,"pretty hotel horrible beach drove 3 hours san juan airport copamarina past beautiful mountains pretty small water falls old small houses people, way scared looked like unsafe place car broke, did not thought feel way did, thank god got guanica near hotel police station station felt relieved, everytime drove couple days saw police cars pulled tourist people giving tickets speeding spotted residential beat cars badly cracked windshields driving stopped, people driving 25-75 miles hour unlimited speed cut signaling, highway patrolmans asking, hope make little 3 year old home piece prayed, night drove tiny streets just looking restaurant souvenier shop gambling joints people drunk standing houses bars entire island, got depressed said husband got better, no time.back hotel activity desk clerk not let trip gilligans island told closed week, reserved ferry 5.00 days ago receipt today just got canceled 45.00 trip available island, tomorrow home, looked feeling angry lied cheated felt hotel guests spend money not true, just stuck decided not-so-famous beach ferry goes hour, activity guy really angry, gave hard time borrowing hotel life jacket snorkling gears, boat felt angry too.we added all-inclusive price room 3rd day, informed reservationist plan includes foods drinks gratuities, husband asked twice gratuities just make sure n't look stupid, said people tip bell-boy bartenders, felt unjust time got served tip bucks, day restaurants ignored, said maybe employers cheated not jolly anymore, all-in-all 7 day trip boring people lazy service incredibly slow, breakfact buffet style stand wait 5-10 min, seated, no exaggeration lunch dinner took alittle hour food outs, got sick looking crowd, thank god home safe not sick thats matters, amen,  "
1,"dirty hotel woderful hotel good choice people n't need cleanliness, attractions golf casino disco restaurants, thing clean beach really wonderful,  "
1,"beware overbook lobby disaster people complaining overbookings, person check-out person check-in counter, waited hour just feared overbooked, wanted barcelo dr 20 minutes away 2 nights lower end hotel, come 3rd night, speaking return 3rd day no room, not spend vacation packing unpacking, asked cab driver hotel, ended melia tropical excellent, thinking going make sure not busy time year.you situation, punta cana isa beautiful place st john aruba st martin etc.not worth aggravation,  "
1,"looked great not great booked minute did n't read reviews booked, just know not picky person, traveled times n't compare, boyfriend just looking away winter sun relax, sunscreen confiscated airport left sunscreen day, asked tour operator signature vacations help said, resort charges 40us small bottle sunscreen, signature rep did n't times said, rained everyday 3 times day, gail force winds, hotel room ok kind dumpy, phone didnt work worried tv blow, porn time warning u taking kiddies, service worst, ignored bar times did n't speak spanish.the buffet food good thing time pretty, pizzeria blah, steak house food amazing service real bad, second time went ordered exact meal boyfriend got plate food just got small steak ball rice, complained waitress said care, came, really, learn spanish barely met spoke english goes staff, night airconditioner room broke poured half inch water floor, no came fix morning trying pack shower check 12. bought phone card supposed work payphone n't work phone room phones, desk refused let use phone card, told use hotel room phone checked, did n't matter room phone did n't work, just said no, lots people complaining yelling lobby desk leaving, wo n't, oh not mention coconut resort fell tree hit foot walking, ended hospital xrays, no apologies hotel not upkeeping trees, upside doctor super nice speaks perfect english spanish, great help, people n't vacation doctor p.s, pools freezing,  "
1,"rocky start vacation husband just returned staying barcelo bavaro, booked paid stay beach hotel requesting ocean view balcony turned joke bumped casino hotel farthest beach overlooking driving range, 20 arriving morning refused rooms beach hotel management appeared overbooked rooms, mass confusion arrived beach lobby staff taking hotel vouchers, eventually returned informing staying casino hotel receive room numbers.our complaints frustration given lower rated rooms no avail attended casino lobby told come 3.00pm, returning joined long lineup waiting rooms not assigned, gave vouchers waiting hour person complaining loudly reached line finally got rooms, manager refused come office deal complaints management obviously not concerned customer satisfaction, sunquest representative called contact telephone number service__Ç room large loft area complete second bathroom handy, room unpleasant odour, fixtures need repair including garbage cans rusty, safe temperamental not closing opening, day went meet representative appointed time turned hour late aware problems, wasting half-day holiday given upgraded bracelets use facilities palace hotel compensation form 150 tours glad bracelets stayed original beach hotel bracelets precluded eating 5 palace restaurants, aware booking staying palace hotel use restaurants french spanish require extra, decided make best situation enjoyed week away, beach fabulous hotel grounds kept beautiful, food house wine definitely superior palace restaurants, service restaurants great staff friendly, did not problem language barrier reviewers reported staff spoke english, not stay resort given problems encountered book sunquest advised compensate credit vacation vouchers future travel, value customer satisfaction.if read reviews hotel prior booking definitely chosen stay, time choose new hotel read reviews,  "
1,"hotel needs help bavaro beach need professional help, bed bugs bit legs night, checking nightmare, time cleared table dining room el caribe scrounge silverware.. no working tv no minibar towels got, worst rags home no exaggeration air conditioner lot noise no working phone took 3 days fix tv fixed called times 9 10 times, room floor dirty, asking leave coffee bags 4 times, asked did n't service got little annoyed mentioned asked times attitude, building 7,  "
1,"star ghetto motel hi arrived ant recomended suposed 4 star hotel enter lobby no marble outdated ugly tacky goto check-in line long empolyees rude finally rooms enter beds cramped no room inbetween room smelled humid air airconditoner smuggythe bathroom outdated coffe maker yes bathroom ugh sink clogged ants bathtub bugs bathroom raid like smell tiolet door, thou got stuck wanted open, look air vent bathroom room listen neighbor.nasty ok elevators getting stuck no ventilation whatso stunk people allowed smoke building sides pigeons drop droppings walls ugly abandoned sight, pool allowed towel wife didnt copmplained snotty supervisor hungry goto buffete saw cat walking salad bar told employee said thats ok 5 leave beleive maybe ill sick eating left steak house early wait long line corn buffe table bugs gon na crazy meat asked sure burnt wont sick went theatre kids running stage dancing screaming not leting performers job animator pissed nobody answered pledge night went room shut eye felt ghetto motel halls teens eyeballing passes room hear radios merenge blast called desk sent security nothing changed kids running hallways night banging doors people rooms ontop hear thier foot steps terrible time sent wife change towels nobody changed calling desk peolpe stay wistle ladies comments uncomfotable showered slippers left hotel personally dont recomend hotel said 4 star, like 2 star motel,  "
1,"disaster place horrible, waited atleast 3hrs rooms, food good people nice rooms far away air conditioning not working properly, second day electricity went happened resort dominican republic.the pool half appears virtual tour beach algae,  "
1,"usa stay away, family stayed bavaro beach hotel jan. 4-11. 9, booked 4 rooms beach hotel check told going stay casino hotel, down-grade, absolutely refused downgraded spanish speaking person checking time upgraded palace, 4 hours arguing desk told stayed casino night rooms beach day, luggage placed sidewalk waited tram, loaded luggage tram people seen doing week went casino hotel, morning called 8:30am tell check casino wanted rooms beach, lugged bags tram went beach, told come 3pm given rooms, went day no rooms, 3pm told rooms come 4:30, waste vacation time, treatment got worse week went, called stocked refrigerators joke, not having thiers restocked days sons called desk request restocked told person service desk thirsty bar, requested refund hotel days return, instead offered upgrade booked trip, thats laugh, world return place horribly treated, beautiful resorts island, p.s, booked trip sky auction, vouchers apparently not honored, suggest not using site, definitely n't pay,  "
1,"terrible service worse husband three-year-old son stayed barcelo bavaro beach dec. 23 jan. 1. bad experiences, worst morning dec. 24 got letter door notifying dinner hotel restaurants require formal attire did not bring, decided eat restaurants, manager not let stating formal attire applied hotel restaurants, suggested eat take-out pizza room christmas eve, 45 minutes arguing superior husband lent pair pants supply hotel uniforms shorts allowed restaurant, service attention hotel bad, food drinks terrible, rooms needed maintenance toilet stopped leaking television did not work example properly cleaned, hotel grounds littered garbage beach, staff smiled unhappy, purchased all-inclusive pre-paid package no recourse staff nor management incentive treat better,  "
1,"absolutely dreadful stayed barcelo early july n't disappointed, food worst resort vacation, not mention got ill eating hotdogs pizza snack hut, rooms old need remodeling, staff overall rude, noone really speaks english n't speak spanish n't place, inclusive drinks basically local beer bad rum drinks, booked place value not worth, did excursion nice away resort day n't lot, discourage going resort barcelo resorts punta cana palace bad, beach beautiful possibly visit punta cana known upscale resort,  "
1,"terrible experience just got punta cana june 11. having stayed beach palace hotels ignored poor reviews decided, booked 4 rooms beach resort beach plus package, arrival 2 4 rooms broken a/cs, fixed really cooled properly moved room, rooms scratched tvs old showers low water pressure look needing remodeling, not expectedfor 4 star resort, evening no hot water 4 rooms, called problem told working iton day 2 lost power 3, did not power 4pm, asked generators told did not work lack use, fed probelms demanded mk tours rep. explained problems offered upgade palace 520 room rest week, unacceptable, wife threatened cancel 2 future bookings course lie did not act, aparently worked, sent speak general manager resort explain problem, receptive immedietly moved 12 palace resort, point thought salvage 4 days vacation, apon moving room palace a/c did not work, came fix did fan time, positive note beach food good, dont think ill stay resort,  "
